gene,MHC_gene,instrument_chr,nSNP_primary,method_primary,OR_primary,OR_lo_primary,OR_hi_primary,p_primary,FDR_primary,nSNP_noMHC,method_noMHC,OR_noMHC,OR_lo_noMHC,OR_hi_noMHC,p_noMHC,FDR_noMHC,estimate_unchanged,verdict,direction_consistent
SLC18A2,FALSE,10,1,Wald ratio,1.069,0.777,1.471,0.68,0.892,1,Wald ratio,1.069,0.777,1.471,0.68,0.892,TRUE,ns in both,TRUE
SLC25A35,FALSE,17,1,Wald ratio,0.942,0.708,1.253,0.68,0.892,1,Wald ratio,0.942,0.708,1.253,0.68,0.892,TRUE,ns in both,TRUE
TSPAN18,FALSE,11,1,Wald ratio,1.081,0.746,1.567,0.68,0.892,1,Wald ratio,1.081,0.746,1.567,0.68,0.892,TRUE,ns in both,TRUE
ZFYVE9,FALSE,1,1,Wald ratio,0.912,0.59,1.41,0.68,0.892,1,Wald ratio,0.912,0.59,1.41,0.68,0.892,TRUE,ns in both,TRUE
GALC,FALSE,14,2,Inverse variance weighted,1.017,0.939,1.101,0.684,0.892,2,Inverse variance weighted,1.017,0.939,1.101,0.684,0.892,TRUE,ns in both,TRUE
UBASH3B,FALSE,11,2,Inverse variance weighted,0.954,0.762,1.195,0.684,0.892,2,Inverse variance weighted,0.954,0.762,1.195,0.684,0.892,TRUE,ns in both,TRUE
CARD11,FALSE,7,2,Inverse variance weighted,1.078,0.747,1.555,0.688,0.892,2,Inverse variance weighted,1.078,0.747,1.555,0.688,0.892,TRUE,ns in both,TRUE
CDC25B,FALSE,20,3,Inverse variance weighted,1.017,0.937,1.103,0.688,0.892,3,Inverse variance weighted,1.017,0.937,1.103,0.688,0.892,TRUE,ns in both,TRUE
CLK4,FALSE,5,2,Inverse variance weighted,1.076,0.752,1.538,0.689,0.892,2,Inverse variance weighted,1.076,0.752,1.538,0.689,0.892,TRUE,ns in both,TRUE
ERAL1,FALSE,17,1,Wald ratio,0.97,0.833,1.128,0.69,0.892,1,Wald ratio,0.97,0.833,1.128,0.69,0.892,TRUE,ns in both,TRUE
IMP4,FALSE,2,2,Inverse variance weighted,1.021,0.922,1.131,0.69,0.892,2,Inverse variance weighted,1.021,0.922,1.131,0.69,0.892,TRUE,ns in both,TRUE
MCF2L,FALSE,13,1,Wald ratio,0.957,0.772,1.187,0.69,0.892,1,Wald ratio,0.957,0.772,1.187,0.69,0.892,TRUE,ns in both,TRUE
MED24,FALSE,17,1,Wald ratio,0.959,0.779,1.179,0.69,0.892,1,Wald ratio,0.959,0.779,1.179,0.69,0.892,TRUE,ns in both,TRUE
PRKAR1A,FALSE,17,1,Wald ratio,1.081,0.738,1.584,0.69,0.892,1,Wald ratio,1.081,0.738,1.584,0.69,0.892,TRUE,ns in both,TRUE
SCRN3,FALSE,2,1,Wald ratio,1.062,0.789,1.431,0.69,0.892,1,Wald ratio,1.062,0.789,1.431,0.69,0.892,TRUE,ns in both,TRUE
TNRC6A,FALSE,16,1,Wald ratio,0.978,0.876,1.092,0.69,0.892,1,Wald ratio,0.978,0.876,1.092,0.69,0.892,TRUE,ns in both,TRUE
TBX19,FALSE,1,2,Inverse variance weighted,1.043,0.842,1.291,0.699,0.892,2,Inverse variance weighted,1.043,0.842,1.291,0.699,0.892,TRUE,ns in both,TRUE
CENPB,FALSE,20,1,Wald ratio,0.974,0.852,1.114,0.7,0.892,1,Wald ratio,0.974,0.852,1.114,0.7,0.892,TRUE,ns in both,TRUE
FDPS,FALSE,1,1,Wald ratio,0.933,0.654,1.329,0.7,0.892,1,Wald ratio,0.933,0.654,1.329,0.7,0.892,TRUE,ns in both,TRUE
MORC3,FALSE,21,1,Wald ratio,1.057,0.797,1.401,0.7,0.892,1,Wald ratio,1.057,0.797,1.401,0.7,0.892,TRUE,ns in both,TRUE
MTOR,FALSE,1,1,Wald ratio,1.029,0.891,1.187,0.7,0.892,1,Wald ratio,1.029,0.891,1.187,0.7,0.892,TRUE,ns in both,TRUE
PAK4,FALSE,19,1,Wald ratio,0.969,0.827,1.136,0.7,0.892,1,Wald ratio,0.969,0.827,1.136,0.7,0.892,TRUE,ns in both,TRUE
PES1,FALSE,22,1,Wald ratio,1.045,0.834,1.31,0.7,0.892,1,Wald ratio,1.045,0.834,1.31,0.7,0.892,TRUE,ns in both,TRUE
RAB21,FALSE,12,1,Wald ratio,1.025,0.905,1.161,0.7,0.892,1,Wald ratio,1.025,0.905,1.161,0.7,0.892,TRUE,ns in both,TRUE
SMARCAL1,FALSE,2,1,Wald ratio,0.957,0.767,1.195,0.7,0.892,1,Wald ratio,0.957,0.767,1.195,0.7,0.892,TRUE,ns in both,TRUE
TRIM66,FALSE,11,2,Inverse variance weighted,0.988,0.931,1.049,0.701,0.892,2,Inverse variance weighted,0.988,0.931,1.049,0.701,0.892,TRUE,ns in both,TRUE
MTHFR,FALSE,1,3,Inverse variance weighted,1.013,0.949,1.082,0.702,0.892,3,Inverse variance weighted,1.013,0.949,1.082,0.702,0.892,TRUE,ns in both,TRUE
TCHP,FALSE,12,2,Inverse variance weighted,1.05,0.818,1.348,0.702,0.892,2,Inverse variance weighted,1.05,0.818,1.348,0.702,0.892,TRUE,ns in both,TRUE
PNPLA8,FALSE,7,3,Inverse variance weighted,1.022,0.914,1.143,0.705,0.892,3,Inverse variance weighted,1.022,0.914,1.143,0.705,0.892,TRUE,ns in both,TRUE
NKTR,FALSE,3,2,Inverse variance weighted,0.962,0.787,1.177,0.707,0.892,2,Inverse variance weighted,0.962,0.787,1.177,0.707,0.892,TRUE,ns in both,TRUE
ICMT,FALSE,1,3,Inverse variance weighted,0.982,0.896,1.078,0.708,0.892,3,Inverse variance weighted,0.982,0.896,1.078,0.708,0.892,TRUE,ns in both,TRUE
CHMP2B,FALSE,3,1,Wald ratio,0.98,0.881,1.09,0.71,0.892,1,Wald ratio,0.98,0.881,1.09,0.71,0.892,TRUE,ns in both,TRUE
CUEDC2,FALSE,10,1,Wald ratio,1.085,0.705,1.672,0.71,0.892,1,Wald ratio,1.085,0.705,1.672,0.71,0.892,TRUE,ns in both,TRUE
CUL1,FALSE,7,1,Wald ratio,0.931,0.638,1.359,0.71,0.892,1,Wald ratio,0.931,0.638,1.359,0.71,0.892,TRUE,ns in both,TRUE
CUL9,FALSE,6,1,Wald ratio,1.047,0.822,1.333,0.71,0.892,1,Wald ratio,1.047,0.822,1.333,0.71,0.892,TRUE,ns in both,TRUE
DPY19L3,FALSE,19,1,Wald ratio,0.976,0.859,1.109,0.71,0.892,1,Wald ratio,0.976,0.859,1.109,0.71,0.892,TRUE,ns in both,TRUE
ILKAP,FALSE,2,1,Wald ratio,0.949,0.718,1.253,0.71,0.892,1,Wald ratio,0.949,0.718,1.253,0.71,0.892,TRUE,ns in both,TRUE
NFYA,FALSE,6,1,Wald ratio,0.982,0.894,1.079,0.71,0.892,1,Wald ratio,0.982,0.894,1.079,0.71,0.892,TRUE,ns in both,TRUE
PUS1,FALSE,12,1,Wald ratio,0.881,0.451,1.72,0.71,0.892,1,Wald ratio,0.881,0.451,1.72,0.71,0.892,TRUE,ns in both,TRUE
SLC43A1,FALSE,11,1,Wald ratio,0.923,0.605,1.408,0.71,0.892,1,Wald ratio,0.923,0.605,1.408,0.71,0.892,TRUE,ns in both,TRUE
TSNAX,FALSE,1,1,Wald ratio,1.063,0.77,1.467,0.71,0.892,1,Wald ratio,1.063,0.77,1.467,0.71,0.892,TRUE,ns in both,TRUE
YIPF4,FALSE,2,1,Wald ratio,1.107,0.647,1.896,0.71,0.892,1,Wald ratio,1.107,0.647,1.896,0.71,0.892,TRUE,ns in both,TRUE
SLAMF6,FALSE,1,2,Inverse variance weighted,0.96,0.775,1.191,0.713,0.892,2,Inverse variance weighted,0.96,0.775,1.191,0.713,0.892,TRUE,ns in both,TRUE
FMO5,FALSE,1,2,Inverse variance weighted,0.978,0.869,1.102,0.719,0.892,2,Inverse variance weighted,0.978,0.869,1.102,0.719,0.892,TRUE,ns in both,TRUE
SH3PXD2A,FALSE,10,2,Inverse variance weighted,1.036,0.855,1.255,0.719,0.892,2,Inverse variance weighted,1.036,0.855,1.255,0.719,0.892,TRUE,ns in both,TRUE
AMD1,FALSE,6,1,Wald ratio,0.951,0.721,1.253,0.72,0.892,1,Wald ratio,0.951,0.721,1.253,0.72,0.892,TRUE,ns in both,TRUE
CAPNS1,FALSE,19,1,Wald ratio,1.037,0.85,1.265,0.72,0.892,1,Wald ratio,1.037,0.85,1.265,0.72,0.892,TRUE,ns in both,TRUE
HORMAD1,FALSE,1,1,Wald ratio,0.973,0.84,1.128,0.72,0.892,1,Wald ratio,0.973,0.84,1.128,0.72,0.892,TRUE,ns in both,TRUE
IVNS1ABP,FALSE,1,2,Inverse variance weighted,1.024,0.898,1.169,0.72,0.892,2,Inverse variance weighted,1.024,0.898,1.169,0.72,0.892,TRUE,ns in both,TRUE
MAPK1,FALSE,22,1,Wald ratio,1.054,0.789,1.409,0.72,0.892,1,Wald ratio,1.054,0.789,1.409,0.72,0.892,TRUE,ns in both,TRUE
MFHAS1,FALSE,8,1,Wald ratio,1.031,0.874,1.216,0.72,0.892,1,Wald ratio,1.031,0.874,1.216,0.72,0.892,TRUE,ns in both,TRUE
SLC20A2,FALSE,8,1,Wald ratio,0.975,0.851,1.118,0.72,0.892,1,Wald ratio,0.975,0.851,1.118,0.72,0.892,TRUE,ns in both,TRUE
SLU7,FALSE,5,1,Wald ratio,1.034,0.862,1.24,0.72,0.892,1,Wald ratio,1.034,0.862,1.24,0.72,0.892,TRUE,ns in both,TRUE
TP53,FALSE,17,1,Wald ratio,0.946,0.698,1.282,0.72,0.892,1,Wald ratio,0.946,0.698,1.282,0.72,0.892,TRUE,ns in both,TRUE
ADA,FALSE,20,3,Inverse variance weighted,1.02,0.915,1.137,0.722,0.892,3,Inverse variance weighted,1.02,0.915,1.137,0.722,0.892,TRUE,ns in both,TRUE
MAN1B1,FALSE,9,2,Inverse variance weighted,0.931,0.627,1.382,0.722,0.892,2,Inverse variance weighted,0.931,0.627,1.382,0.722,0.892,TRUE,ns in both,TRUE
ACSL5,FALSE,10,2,Inverse variance weighted,0.986,0.909,1.068,0.724,0.892,2,Inverse variance weighted,0.986,0.909,1.068,0.724,0.892,TRUE,ns in both,TRUE
ALMS1,FALSE,2,2,Inverse variance weighted,0.983,0.891,1.083,0.725,0.892,2,Inverse variance weighted,0.983,0.891,1.083,0.725,0.892,TRUE,ns in both,TRUE
TMBIM4,FALSE,12,2,Inverse variance weighted,1.023,0.899,1.165,0.726,0.892,2,Inverse variance weighted,1.023,0.899,1.165,0.726,0.892,TRUE,ns in both,TRUE
DPYSL2,FALSE,8,2,Inverse variance weighted,0.921,0.581,1.461,0.728,0.892,2,Inverse variance weighted,0.921,0.581,1.461,0.728,0.892,TRUE,ns in both,TRUE
DHRS3,FALSE,1,2,Inverse variance weighted,0.952,0.719,1.259,0.729,0.892,2,Inverse variance weighted,0.952,0.719,1.259,0.729,0.892,TRUE,ns in both,TRUE
CALM1,FALSE,14,1,Wald ratio,1.029,0.873,1.214,0.73,0.892,1,Wald ratio,1.029,0.873,1.214,0.73,0.892,TRUE,ns in both,TRUE
CSNK2A1,FALSE,20,1,Wald ratio,1.067,0.738,1.542,0.73,0.892,1,Wald ratio,1.067,0.738,1.542,0.73,0.892,TRUE,ns in both,TRUE
DCHS1,FALSE,11,1,Wald ratio,0.982,0.887,1.087,0.73,0.892,1,Wald ratio,0.982,0.887,1.087,0.73,0.892,TRUE,ns in both,TRUE
EHMT1,FALSE,9,1,Wald ratio,1.022,0.902,1.158,0.73,0.892,1,Wald ratio,1.022,0.902,1.158,0.73,0.892,TRUE,ns in both,TRUE
FXYD7,FALSE,19,1,Wald ratio,1.022,0.901,1.16,0.73,0.892,1,Wald ratio,1.022,0.901,1.16,0.73,0.892,TRUE,ns in both,TRUE
PFN1,FALSE,17,1,Wald ratio,0.872,0.4,1.9,0.73,0.892,1,Wald ratio,0.872,0.4,1.9,0.73,0.892,TRUE,ns in both,TRUE
PIK3CA,FALSE,3,1,Wald ratio,1.074,0.715,1.613,0.73,0.892,1,Wald ratio,1.074,0.715,1.613,0.73,0.892,TRUE,ns in both,TRUE
RMI1,FALSE,9,4,Inverse variance weighted,1.023,0.898,1.167,0.73,0.892,4,Inverse variance weighted,1.023,0.898,1.167,0.73,0.892,TRUE,ns in both,TRUE
SCCPDH,FALSE,1,1,Wald ratio,0.978,0.862,1.11,0.73,0.892,1,Wald ratio,0.978,0.862,1.11,0.73,0.892,TRUE,ns in both,TRUE
SLFN12,FALSE,17,1,Wald ratio,1.01,0.955,1.068,0.73,0.892,1,Wald ratio,1.01,0.955,1.068,0.73,0.892,TRUE,ns in both,TRUE
KYNU,FALSE,2,2,Inverse variance weighted,1.01,0.954,1.069,0.733,0.892,2,Inverse variance weighted,1.01,0.954,1.069,0.733,0.892,TRUE,ns in both,TRUE
TXNDC12,FALSE,1,2,Inverse variance weighted,0.979,0.866,1.107,0.736,0.892,2,Inverse variance weighted,0.979,0.866,1.107,0.736,0.892,TRUE,ns in both,TRUE
NDRG2,FALSE,14,2,Inverse variance weighted,1.097,0.638,1.886,0.738,0.892,2,Inverse variance weighted,1.097,0.638,1.886,0.738,0.892,TRUE,ns in both,TRUE
ALG3,FALSE,3,1,Wald ratio,1.043,0.815,1.334,0.74,0.892,1,Wald ratio,1.043,0.815,1.334,0.74,0.892,TRUE,ns in both,TRUE
ANGEL1,FALSE,14,1,Wald ratio,0.975,0.842,1.13,0.74,0.892,1,Wald ratio,0.975,0.842,1.13,0.74,0.892,TRUE,ns in both,TRUE
ARPC5L,FALSE,9,1,Wald ratio,0.928,0.595,1.446,0.74,0.892,1,Wald ratio,0.928,0.595,1.446,0.74,0.892,TRUE,ns in both,TRUE
DUSP11,FALSE,2,1,Wald ratio,1.089,0.657,1.807,0.74,0.892,1,Wald ratio,1.089,0.657,1.807,0.74,0.892,TRUE,ns in both,TRUE
ING2,FALSE,4,1,Wald ratio,1.126,0.557,2.276,0.74,0.892,1,Wald ratio,1.126,0.557,2.276,0.74,0.892,TRUE,ns in both,TRUE
KDELR1,FALSE,19,1,Wald ratio,0.92,0.564,1.503,0.74,0.892,1,Wald ratio,0.92,0.564,1.503,0.74,0.892,TRUE,ns in both,TRUE
NR4A2,FALSE,2,1,Wald ratio,0.928,0.596,1.444,0.74,0.892,1,Wald ratio,0.928,0.596,1.444,0.74,0.892,TRUE,ns in both,TRUE
PELI3,FALSE,11,1,Wald ratio,0.974,0.831,1.141,0.74,0.892,1,Wald ratio,0.974,0.831,1.141,0.74,0.892,TRUE,ns in both,TRUE
PHPT1,FALSE,9,1,Wald ratio,0.908,0.512,1.608,0.74,0.892,1,Wald ratio,0.908,0.512,1.608,0.74,0.892,TRUE,ns in both,TRUE
PTDSS1,FALSE,8,1,Wald ratio,0.903,0.495,1.648,0.74,0.892,1,Wald ratio,0.903,0.495,1.648,0.74,0.892,TRUE,ns in both,TRUE
RAD50,FALSE,5,1,Wald ratio,0.957,0.741,1.238,0.74,0.892,1,Wald ratio,0.957,0.741,1.238,0.74,0.892,TRUE,ns in both,TRUE
RNF11,FALSE,1,1,Wald ratio,0.924,0.581,1.47,0.74,0.892,1,Wald ratio,0.924,0.581,1.47,0.74,0.892,TRUE,ns in both,TRUE
SNX10,FALSE,7,1,Wald ratio,0.937,0.639,1.374,0.74,0.892,1,Wald ratio,0.937,0.639,1.374,0.74,0.892,TRUE,ns in both,TRUE
STX7,FALSE,6,1,Wald ratio,0.96,0.755,1.222,0.74,0.892,1,Wald ratio,0.96,0.755,1.222,0.74,0.892,TRUE,ns in both,TRUE
SURF4,FALSE,9,1,Wald ratio,1.081,0.682,1.715,0.74,0.892,1,Wald ratio,1.081,0.682,1.715,0.74,0.892,TRUE,ns in both,TRUE
TMEM161A,FALSE,19,1,Wald ratio,1.045,0.807,1.353,0.74,0.892,1,Wald ratio,1.045,0.807,1.353,0.74,0.892,TRUE,ns in both,TRUE
TMEM41A,FALSE,3,1,Wald ratio,0.882,0.421,1.85,0.74,0.892,1,Wald ratio,0.882,0.421,1.85,0.74,0.892,TRUE,ns in both,TRUE
POMT1,FALSE,9,3,Inverse variance weighted,0.973,0.827,1.146,0.746,0.892,3,Inverse variance weighted,0.973,0.827,1.146,0.746,0.892,TRUE,ns in both,TRUE
COX10,FALSE,17,2,Inverse variance weighted,1.046,0.793,1.381,0.749,0.892,2,Inverse variance weighted,1.046,0.793,1.381,0.749,0.892,TRUE,ns in both,TRUE
ZSCAN16,TRUE,6,2,Inverse variance weighted,0.937,0.631,1.393,0.749,0.892,,,,,,,,FALSE,ns in both,
CLPP,FALSE,19,1,Wald ratio,1.023,0.891,1.174,0.75,0.892,1,Wald ratio,1.023,0.891,1.174,0.75,0.892,TRUE,ns in both,TRUE
CSGALNACT2,FALSE,10,1,Wald ratio,0.954,0.714,1.274,0.75,0.892,1,Wald ratio,0.954,0.714,1.274,0.75,0.892,TRUE,ns in both,TRUE
DOT1L,FALSE,19,1,Wald ratio,0.939,0.639,1.38,0.75,0.892,1,Wald ratio,0.939,0.639,1.38,0.75,0.892,TRUE,ns in both,TRUE
ELP3,FALSE,8,2,Inverse variance weighted,0.984,0.888,1.089,0.75,0.892,2,Inverse variance weighted,0.984,0.888,1.089,0.75,0.892,TRUE,ns in both,TRUE
FBRSL1,FALSE,12,1,Wald ratio,1.032,0.852,1.25,0.75,0.892,1,Wald ratio,1.032,0.852,1.25,0.75,0.892,TRUE,ns in both,TRUE
HVCN1,FALSE,12,1,Wald ratio,0.979,0.859,1.116,0.75,0.892,1,Wald ratio,0.979,0.859,1.116,0.75,0.892,TRUE,ns in both,TRUE
LRRC47,FALSE,1,1,Wald ratio,0.971,0.811,1.163,0.75,0.892,1,Wald ratio,0.971,0.811,1.163,0.75,0.892,TRUE,ns in both,TRUE
MCM5,FALSE,22,1,Wald ratio,1.016,0.919,1.124,0.75,0.892,1,Wald ratio,1.016,0.919,1.124,0.75,0.892,TRUE,ns in both,TRUE
OSTM1,FALSE,6,1,Wald ratio,0.979,0.856,1.118,0.75,0.892,1,Wald ratio,0.979,0.856,1.118,0.75,0.892,TRUE,ns in both,TRUE
PTPDC1,FALSE,9,1,Wald ratio,1.126,0.543,2.335,0.75,0.892,1,Wald ratio,1.126,0.543,2.335,0.75,0.892,TRUE,ns in both,TRUE
SFXN2,FALSE,10,1,Wald ratio,0.981,0.871,1.104,0.75,0.892,1,Wald ratio,0.981,0.871,1.104,0.75,0.892,TRUE,ns in both,TRUE
SIGIRR,FALSE,11,1,Wald ratio,0.978,0.85,1.124,0.75,0.892,1,Wald ratio,0.978,0.85,1.124,0.75,0.892,TRUE,ns in both,TRUE
SIK2,FALSE,11,1,Wald ratio,0.97,0.805,1.169,0.75,0.892,1,Wald ratio,0.97,0.805,1.169,0.75,0.892,TRUE,ns in both,TRUE
SPATS2,FALSE,12,1,Wald ratio,1.12,0.558,2.246,0.75,0.892,1,Wald ratio,1.12,0.558,2.246,0.75,0.892,TRUE,ns in both,TRUE
TMEM143,FALSE,19,1,Wald ratio,0.953,0.709,1.281,0.75,0.892,1,Wald ratio,0.953,0.709,1.281,0.75,0.892,TRUE,ns in both,TRUE
IGSF9B,FALSE,11,2,Inverse variance weighted,1.042,0.809,1.341,0.751,0.892,2,Inverse variance weighted,1.042,0.809,1.341,0.751,0.892,TRUE,ns in both,TRUE
AGFG1,FALSE,2,2,Inverse variance weighted,1.037,0.827,1.3,0.753,0.892,2,Inverse variance weighted,1.037,0.827,1.3,0.753,0.892,TRUE,ns in both,TRUE
FBXO38,FALSE,5,2,Inverse variance weighted,1.017,0.915,1.13,0.753,0.892,2,Inverse variance weighted,1.017,0.915,1.13,0.753,0.892,TRUE,ns in both,TRUE
TNFAIP8L1,FALSE,19,2,Inverse variance weighted,0.937,0.62,1.414,0.755,0.892,2,Inverse variance weighted,0.937,0.62,1.414,0.755,0.892,TRUE,ns in both,TRUE
HADHA,FALSE,2,2,Inverse variance weighted,1.015,0.923,1.116,0.756,0.892,2,Inverse variance weighted,1.015,0.923,1.116,0.756,0.892,TRUE,ns in both,TRUE
MGMT,FALSE,10,5,Inverse variance weighted,1.013,0.932,1.102,0.759,0.892,5,Inverse variance weighted,1.013,0.932,1.102,0.759,0.892,TRUE,ns in both,TRUE
PJA2,FALSE,5,3,Inverse variance weighted,0.988,0.916,1.066,0.759,0.892,3,Inverse variance weighted,0.988,0.916,1.066,0.759,0.892,TRUE,ns in both,TRUE
ACLY,FALSE,17,1,Wald ratio,1.035,0.829,1.293,0.76,0.892,1,Wald ratio,1.035,0.829,1.293,0.76,0.892,TRUE,ns in both,TRUE
BRPF1,FALSE,3,1,Wald ratio,1.061,0.726,1.549,0.76,0.892,1,Wald ratio,1.061,0.726,1.549,0.76,0.892,TRUE,ns in both,TRUE
CLPTM1L,FALSE,5,1,Wald ratio,0.918,0.529,1.591,0.76,0.892,1,Wald ratio,0.918,0.529,1.591,0.76,0.892,TRUE,ns in both,TRUE
CRYGS,FALSE,3,1,Wald ratio,0.952,0.694,1.306,0.76,0.892,1,Wald ratio,0.952,0.694,1.306,0.76,0.892,TRUE,ns in both,TRUE
ECHS1,FALSE,10,1,Wald ratio,1.125,0.527,2.403,0.76,0.892,1,Wald ratio,1.125,0.527,2.403,0.76,0.892,TRUE,ns in both,TRUE
FARSA,FALSE,19,1,Wald ratio,0.961,0.744,1.241,0.76,0.892,1,Wald ratio,0.961,0.744,1.241,0.76,0.892,TRUE,ns in both,TRUE
FOXP4,FALSE,6,1,Wald ratio,1.063,0.719,1.571,0.76,0.892,1,Wald ratio,1.063,0.719,1.571,0.76,0.892,TRUE,ns in both,TRUE
LPCAT1,FALSE,5,1,Wald ratio,0.93,0.582,1.485,0.76,0.892,1,Wald ratio,0.93,0.582,1.485,0.76,0.892,TRUE,ns in both,TRUE
MKLN1,FALSE,7,1,Wald ratio,0.866,0.345,2.174,0.76,0.892,1,Wald ratio,0.866,0.345,2.174,0.76,0.892,TRUE,ns in both,TRUE
MUS81,FALSE,11,1,Wald ratio,1.038,0.816,1.321,0.76,0.892,1,Wald ratio,1.038,0.816,1.321,0.76,0.892,TRUE,ns in both,TRUE
PATZ1,FALSE,22,1,Wald ratio,0.916,0.522,1.608,0.76,0.892,1,Wald ratio,0.916,0.522,1.608,0.76,0.892,TRUE,ns in both,TRUE
PITPNC1,FALSE,17,2,Inverse variance weighted,1.049,0.773,1.423,0.76,0.892,2,Inverse variance weighted,1.049,0.773,1.423,0.76,0.892,TRUE,ns in both,TRUE
POLR1A,FALSE,2,1,Wald ratio,0.968,0.787,1.191,0.76,0.892,1,Wald ratio,0.968,0.787,1.191,0.76,0.892,TRUE,ns in both,TRUE
RAB11FIP3,FALSE,16,1,Wald ratio,0.957,0.72,1.271,0.76,0.892,1,Wald ratio,0.957,0.72,1.271,0.76,0.892,TRUE,ns in both,TRUE
RHOT2,FALSE,16,1,Wald ratio,0.944,0.65,1.369,0.76,0.892,1,Wald ratio,0.944,0.65,1.369,0.76,0.892,TRUE,ns in both,TRUE
TRAF2,FALSE,9,1,Wald ratio,0.96,0.738,1.249,0.76,0.892,1,Wald ratio,0.96,0.738,1.249,0.76,0.892,TRUE,ns in both,TRUE
TRIM65,FALSE,17,1,Wald ratio,1.028,0.862,1.226,0.76,0.892,1,Wald ratio,1.028,0.862,1.226,0.76,0.892,TRUE,ns in both,TRUE
TSPAN17,FALSE,5,1,Wald ratio,1.037,0.82,1.313,0.76,0.892,1,Wald ratio,1.037,0.82,1.313,0.76,0.892,TRUE,ns in both,TRUE
MTFMT,FALSE,15,2,Inverse variance weighted,0.925,0.562,1.524,0.761,0.892,2,Inverse variance weighted,0.925,0.562,1.524,0.761,0.892,TRUE,ns in both,TRUE
KLHDC4,FALSE,16,4,Inverse variance weighted,1.011,0.942,1.085,0.762,0.892,4,Inverse variance weighted,1.011,0.942,1.085,0.762,0.892,TRUE,ns in both,TRUE
CPEB4,FALSE,5,4,Inverse variance weighted,1.008,0.958,1.06,0.764,0.892,4,Inverse variance weighted,1.008,0.958,1.06,0.764,0.892,TRUE,ns in both,TRUE
SAMSN1,FALSE,21,3,Inverse variance weighted,1.031,0.839,1.268,0.769,0.892,3,Inverse variance weighted,1.031,0.839,1.268,0.769,0.892,TRUE,ns in both,TRUE
ATAD3A,FALSE,1,1,Wald ratio,0.943,0.638,1.394,0.77,0.892,1,Wald ratio,0.943,0.638,1.394,0.77,0.892,TRUE,ns in both,TRUE
CREB3,FALSE,9,1,Wald ratio,0.912,0.494,1.686,0.77,0.892,1,Wald ratio,0.912,0.494,1.686,0.77,0.892,TRUE,ns in both,TRUE
DENND1C,FALSE,19,1,Wald ratio,1.13,0.499,2.556,0.77,0.892,1,Wald ratio,1.13,0.499,2.556,0.77,0.892,TRUE,ns in both,TRUE
PI4KA,FALSE,22,1,Wald ratio,1.077,0.653,1.777,0.77,0.892,1,Wald ratio,1.077,0.653,1.777,0.77,0.892,TRUE,ns in both,TRUE
PSMD1,FALSE,2,1,Wald ratio,1.035,0.82,1.306,0.77,0.892,1,Wald ratio,1.035,0.82,1.306,0.77,0.892,TRUE,ns in both,TRUE
R3HDM1,FALSE,2,1,Wald ratio,0.957,0.712,1.286,0.77,0.892,1,Wald ratio,0.957,0.712,1.286,0.77,0.892,TRUE,ns in both,TRUE
RGP1,FALSE,9,1,Wald ratio,0.975,0.82,1.158,0.77,0.892,1,Wald ratio,0.975,0.82,1.158,0.77,0.892,TRUE,ns in both,TRUE
ZBTB40,FALSE,1,1,Wald ratio,1.028,0.853,1.24,0.77,0.892,1,Wald ratio,1.028,0.853,1.24,0.77,0.892,TRUE,ns in both,TRUE
EXT2,FALSE,11,3,Inverse variance weighted,1.024,0.873,1.201,0.773,0.892,3,Inverse variance weighted,1.024,0.873,1.201,0.773,0.892,TRUE,ns in both,TRUE
SLC5A6,FALSE,2,2,Inverse variance weighted,1.013,0.928,1.106,0.774,0.892,2,Inverse variance weighted,1.013,0.928,1.106,0.774,0.892,TRUE,ns in both,TRUE
TPM2,FALSE,9,3,Inverse variance weighted,0.991,0.929,1.057,0.777,0.892,3,Inverse variance weighted,0.991,0.929,1.057,0.777,0.892,TRUE,ns in both,TRUE
CCDC12,FALSE,3,2,Inverse variance weighted,1.05,0.748,1.475,0.778,0.892,2,Inverse variance weighted,1.05,0.748,1.475,0.778,0.892,TRUE,ns in both,TRUE
CSRP1,FALSE,1,2,Inverse variance weighted,1.025,0.864,1.215,0.778,0.892,2,Inverse variance weighted,1.025,0.864,1.215,0.778,0.892,TRUE,ns in both,TRUE
DIP2C,FALSE,10,3,Inverse variance weighted,0.974,0.808,1.173,0.778,0.892,3,Inverse variance weighted,0.974,0.808,1.173,0.778,0.892,TRUE,ns in both,TRUE
KIF13B,FALSE,8,2,Inverse variance weighted,0.969,0.777,1.208,0.778,0.892,2,Inverse variance weighted,0.969,0.777,1.208,0.778,0.892,TRUE,ns in both,TRUE
RPTOR,FALSE,17,2,Inverse variance weighted,1.019,0.896,1.157,0.778,0.892,2,Inverse variance weighted,1.019,0.896,1.157,0.778,0.892,TRUE,ns in both,TRUE
TNIK,FALSE,3,3,Inverse variance weighted,0.978,0.835,1.144,0.778,0.892,3,Inverse variance weighted,0.978,0.835,1.144,0.778,0.892,TRUE,ns in both,TRUE
CTNNAL1,FALSE,9,2,Inverse variance weighted,0.93,0.562,1.541,0.779,0.892,2,Inverse variance weighted,0.93,0.562,1.541,0.779,0.892,TRUE,ns in both,TRUE
AIMP2,FALSE,7,1,Wald ratio,1.028,0.848,1.246,0.78,0.892,1,Wald ratio,1.028,0.848,1.246,0.78,0.892,TRUE,ns in both,TRUE
