gene,module,GS_RA,kME_own,is_disease_module
ERN1,blue,-0.296,0.414,FALSE
ERN2,blue,-0.156,0.426,FALSE
ERP27,grey,-0.18,0.144,FALSE
ERP29,green,-0.241,0.766,FALSE
ERP44,red,0.112,0.566,FALSE
ERRFI1,turquoise,0.124,0.367,FALSE
ESAM,magenta,-0.126,0.793,FALSE
ESCO1,turquoise,0.473,0.91,FALSE
ESCO2,turquoise,0.144,0.354,FALSE
ESD,brown,-0.288,0.557,TRUE
ESF1,turquoise,0.236,0.751,FALSE
ESM1,turquoise,0.015,0.444,FALSE
ESPL1,grey,0.067,0.26,FALSE
ESPN,black,-0.165,0.604,FALSE
ESPNL,blue,-0.174,0.398,FALSE
ESR1,grey,0.026,0.215,FALSE
ESR2,grey,-0.076,-0.132,FALSE
ESRP1,grey,-0.121,0.172,FALSE
ESRRA,blue,-0.056,0.711,FALSE
ESRRB,grey,-0.032,0.026,FALSE
ESRRG,grey,0.023,0.226,FALSE
ESX1,grey,0.127,0.248,FALSE
ESYT1,brown,-0.571,0.864,TRUE
ESYT2,green,-0.336,0.757,FALSE
ESYT3,grey,0.026,-0.036,FALSE
ETAA1,turquoise,0.352,0.915,FALSE
ETF1,yellow,0.169,0.44,TRUE
ETFA,turquoise,0.179,0.321,FALSE
ETFB,blue,-0.301,0.616,FALSE
ETFDH,grey,0.355,-0.097,FALSE
ETHE1,grey,0.008,-0.191,FALSE
ETNK1,turquoise,0.404,0.925,FALSE
ETNK2,grey,0.077,0.05,FALSE
ETS1,green,-0.337,0.83,FALSE
ETS2,red,0.083,0.794,FALSE
ETV1,grey,0.07,0.021,FALSE
ETV2,turquoise,0.043,0.304,FALSE
ETV3,yellow,0.152,0.486,TRUE
ETV4,red,0.178,0.379,FALSE
ETV5,blue,0.091,0.435,FALSE
ETV6,blue,-0.032,0.746,FALSE
ETV7,pink,0.067,0.744,FALSE
EVC,grey,-0.163,0.041,FALSE
EVC2,grey,-0.014,-0.013,FALSE
EVI2A,turquoise,0.562,0.762,FALSE
EVI2B,red,0.099,0.747,FALSE
EVI5,red,0.169,0.61,FALSE
EVI5L,grey,-0.188,-0.075,FALSE
EVL,green,-0.402,0.861,FALSE
EVPL,grey,-0.124,-0.082,FALSE
EVPLL,grey,-0.121,-0.086,FALSE
EVX1,grey,-0.138,-0.187,FALSE
EWSR1,brown,-0.406,0.546,TRUE
EXD1,red,0.168,0.294,FALSE
EXD2,green,-0.147,0.4,FALSE
EXD3,grey,0.033,0.16,FALSE
EXO1,grey,0.022,0.051,FALSE
EXOC1,turquoise,0.448,0.795,FALSE
EXOC2,brown,-0.37,0.55,TRUE
EXOC3,blue,-0.179,0.785,FALSE
EXOC3L2,blue,-0.093,0.4,FALSE
EXOC4,blue,-0.322,0.491,FALSE
EXOC5,turquoise,0.428,0.832,FALSE
EXOC6,yellow,0.558,0.881,TRUE
EXOC6B,grey,-0.115,-0.198,FALSE
EXOC7,brown,-0.467,0.76,TRUE
EXOC8,yellow,0.507,0.933,TRUE
EXOG,green,-0.15,0.358,FALSE
EXOSC1,grey,-0.016,-0.375,FALSE
EXOSC10,brown,-0.549,0.902,TRUE
EXOSC2,green,-0.277,0.618,FALSE
EXOSC3,grey,0.128,-0.448,FALSE
EXOSC4,blue,-0.162,0.581,FALSE
EXOSC5,brown,-0.251,0.43,TRUE
EXOSC6,green,-0.215,0.661,FALSE
EXOSC7,green,-0.212,0.557,FALSE
EXOSC8,turquoise,0.188,0.82,FALSE
EXOSC9,green,-0.226,0.664,FALSE
EXPH5,turquoise,0.074,0.516,FALSE
EXT1,blue,0.083,0.58,FALSE
EXT2,brown,-0.231,0.336,TRUE
EXTL1,grey,0.058,-0.026,FALSE
EXTL2,turquoise,0.293,0.701,FALSE
EXTL3,blue,-0.041,0.807,FALSE
EYA1,grey,0.008,0.355,FALSE
EYA2,grey,-0.043,0.203,FALSE
EYA3,blue,-0.357,0.411,FALSE
EYA4,grey,0.073,0.079,FALSE
EYS,yellow,0.18,0.384,TRUE
EZH1,blue,-0.211,0.621,FALSE
EZH2,grey,0.052,-0.189,FALSE
EZR,brown,-0.524,0.775,TRUE
F10,grey,-0.083,-0.17,FALSE
F11,grey,-0.166,-0.186,FALSE
F11R,blue,-0.266,0.766,FALSE
F12,blue,0.039,0.305,FALSE
F13A1,magenta,-0.204,0.869,FALSE
F13B,grey,-0.117,0.242,FALSE
F2,brown,-0.087,0.282,TRUE
F2R,grey,0.001,-0.038,FALSE
F2RL1,red,0.209,0.68,FALSE
F2RL2,blue,0.02,0.339,FALSE
F2RL3,blue,0.006,0.313,FALSE
F3,grey,0.169,0.242,FALSE
F5,red,0.175,0.709,FALSE
F7,grey,-0.069,0.092,FALSE
F8,yellow,0.181,0.428,TRUE
F9,grey,0.045,0.162,FALSE
FA2H,grey,-0.107,-0.073,FALSE
FAAH,blue,-0.099,0.33,FALSE
FAAH2,turquoise,0.051,0.3,FALSE
FABP1,grey,0.004,0.025,FALSE
FABP2,grey,-0.05,0.238,FALSE
FABP3,grey,-0.075,-0.072,FALSE
FABP4,grey,-0.042,0.151,FALSE
FABP5,grey,0.232,0.045,FALSE
FABP6,blue,-0.038,0.332,FALSE
FABP7,grey,-0.111,0.093,FALSE
FADD,blue,0.086,0.604,FALSE
FADS2,grey,0.044,0.012,FALSE
FADS3,grey,-0.238,-0.078,FALSE
FAF1,brown,-0.344,0.7,TRUE
FAF2,brown,-0.339,0.372,TRUE
FAH,black,-0.287,0.718,FALSE
FAHD1,black,0.017,0.52,FALSE
FAHD2A,brown,-0.342,0.559,TRUE
FAIM,turquoise,0.282,0.687,FALSE
FAIM2,grey,-0.126,-0.098,FALSE
FAM101B,blue,-0.098,0.538,FALSE
FAM102A,green,-0.422,0.857,FALSE
FAM102B,turquoise,0.44,0.754,FALSE
FAM103A1,red,0.292,0.547,FALSE
FAM104A,black,-0.08,0.889,FALSE
FAM104B,grey,0.241,0.368,FALSE
FAM105A,yellow,0.452,0.8,TRUE
FAM107A,blue,-0.122,0.295,FALSE
FAM107B,grey,-0.11,-0.424,FALSE
FAM109A,brown,-0.225,0.512,TRUE
FAM109B,grey,-0.018,0.217,FALSE
FAM110A,blue,-0.257,0.688,FALSE
FAM110B,grey,0.116,0.205,FALSE
FAM110C,grey,-0.123,-0.27,FALSE
FAM111A,turquoise,0.264,0.551,FALSE
FAM111B,grey,-0.065,0.324,FALSE
FAM114A1,red,0.125,0.404,FALSE
FAM114A2,turquoise,0.139,0.34,FALSE
FAM117A,black,-0.257,0.853,FALSE
FAM117B,turquoise,0.049,0.551,FALSE
FAM118A,grey,-0.109,-0.138,FALSE
FAM118B,grey,0.185,-0.099,FALSE
FAM120A,yellow,0.193,0.495,TRUE
FAM120AOS,red,0.294,0.593,FALSE
FAM120B,blue,-0.171,0.646,FALSE
FAM120C,green,-0.304,0.493,FALSE
FAM122A,grey,0.25,0.262,FALSE
FAM122B,turquoise,0.274,0.926,FALSE
FAM122C,turquoise,0.361,0.597,FALSE
FAM124A,grey,-0.065,0.022,FALSE
FAM124B,grey,0.056,0.019,FALSE
FAM126A,turquoise,0.355,0.843,FALSE
FAM126B,red,0.215,0.63,FALSE
FAM127A,brown,-0.319,0.677,TRUE
FAM127B,brown,-0.201,0.415,TRUE
FAM129A,blue,-0.293,0.768,FALSE
FAM129B,blue,-0.119,0.533,FALSE
FAM129C,purple,-0.402,0.908,FALSE
FAM131A,blue,0.043,0.649,FALSE
FAM131B,grey,-0.046,-0.161,FALSE
FAM131C,grey,0.157,-0.084,FALSE
FAM132A,blue,-0.12,0.413,FALSE
FAM133A,grey,0.005,0.446,FALSE
FAM134A,blue,-0.239,0.486,FALSE
FAM134B,turquoise,0.192,0.614,FALSE
FAM134C,brown,-0.458,0.864,TRUE
FAM135A,turquoise,0.445,0.873,FALSE
FAM135B,grey,0.146,0.219,FALSE
FAM13A,red,0.294,0.428,FALSE
FAM13B,turquoise,0.07,0.619,FALSE
FAM13C,grey,0,-0.001,FALSE
FAM149A,grey,-0.032,-0.122,FALSE
FAM149B1,turquoise,0.39,0.705,FALSE
FAM150B,turquoise,0.16,0.398,FALSE
FAM151A,brown,-0.098,0.309,TRUE
FAM153A,blue,0.024,0.294,FALSE
FAM155A,grey,0.263,0.126,FALSE
FAM155B,grey,0.063,0.057,FALSE
FAM159A,green,-0.225,0.608,FALSE
FAM160A1,grey,0.115,0.32,FALSE
FAM160A2,blue,-0.036,0.667,FALSE
FAM160B1,yellow,0.553,0.923,TRUE
FAM160B2,brown,-0.382,0.653,TRUE
FAM161A,turquoise,0.197,0.615,FALSE
FAM161B,brown,-0.167,0.321,TRUE
FAM162A,green,-0.216,0.724,FALSE
FAM162B,grey,0.118,0.292,FALSE
FAM163A,grey,-0.018,-0.155,FALSE
FAM166A,grey,0.006,-0.039,FALSE
FAM166B,grey,-0.183,-0.193,FALSE
FAM167A,purple,0.068,0.346,FALSE
FAM167B,grey,0.048,0.006,FALSE
FAM168A,blue,-0.304,0.738,FALSE
FAM168B,brown,-0.506,0.721,TRUE
FAM169A,turquoise,0.399,0.871,FALSE
FAM169B,grey,-0.045,0.196,FALSE
FAM170A,grey,-0.03,0.173,FALSE
FAM171A1,green,-0.213,0.717,FALSE
FAM171A2,grey,-0.127,-0.004,FALSE
FAM171B,grey,-0.076,0.188,FALSE
FAM172A,turquoise,0.314,0.618,FALSE
FAM173A,grey,-0.187,-0.29,FALSE
FAM173B,turquoise,0.393,0.646,FALSE
FAM174A,yellow,0.338,0.701,TRUE
FAM174B,blue,0.047,0.421,FALSE
FAM175A,turquoise,0.468,0.844,FALSE
FAM175B,grey,-0.063,-0.254,FALSE
FAM178B,blue,0.013,0.378,FALSE
FAM179A,greenyellow,0.08,0.626,FALSE
FAM179B,turquoise,0.447,0.834,FALSE
FAM181A,brown,-0.046,0.283,TRUE
FAM181B,grey,0.068,0.055,FALSE
FAM184A,turquoise,0.289,0.485,FALSE
FAM184B,grey,0.082,-0.066,FALSE
FAM185A,blue,-0.002,0.455,FALSE
FAM186A,grey,-0.13,-0.043,FALSE
FAM186B,grey,-0.225,-0.058,FALSE
FAM187B,grey,-0.084,0.083,FALSE
FAM188A,turquoise,0.509,0.851,FALSE
FAM189A1,grey,-0.135,-0.167,FALSE
FAM189A2,red,0.118,0.324,FALSE
FAM189B,brown,-0.407,0.65,TRUE
FAM192A,blue,-0.138,0.743,FALSE
FAM193A,blue,-0.387,0.795,FALSE
FAM193B,blue,-0.33,0.596,FALSE
FAM196A,grey,-0.073,0.303,FALSE
FAM198A,grey,-0.058,-0.156,FALSE
FAM198B,yellow,0.425,0.647,TRUE
FAM199X,yellow,0.29,0.646,TRUE
FAM19A1,turquoise,0.303,0.7,FALSE
FAM19A2,yellow,0.26,0.424,TRUE
FAM19A4,grey,0.104,0.21,FALSE
FAM19A5,grey,-0.081,0.15,FALSE
FAM200A,turquoise,0.24,0.769,FALSE
FAM200B,yellow,0.381,0.549,TRUE
FAM20A,red,0.071,0.338,FALSE
FAM20B,black,-0.102,0.463,FALSE
FAM20C,blue,-0.165,0.407,FALSE
FAM24A,grey,-0.057,0.033,FALSE
FAM24B,turquoise,0.118,0.405,FALSE
FAM26D,turquoise,0.07,0.389,FALSE
FAM26E,grey,-0.03,-0.089,FALSE
FAM26F,yellow,0.197,0.306,TRUE
FAM32A,blue,0.189,0.231,FALSE
FAM3A,brown,-0.323,0.498,TRUE
FAM3B,grey,-0.078,-0.033,FALSE
FAM3C,turquoise,0.174,0.883,FALSE
FAM3D,grey,-0.201,-0.061,FALSE
FAM43A,grey,-0.074,-0.087,FALSE
FAM43B,grey,-0.022,-0.2,FALSE
FAM45A,yellow,0.366,0.545,TRUE
FAM46A,pink,-0.059,0.629,FALSE
FAM46B,grey,-0.11,0.053,FALSE
FAM46C,black,-0.038,0.771,FALSE
FAM46D,grey,0.101,0.128,FALSE
FAM47A,grey,0.069,0.233,FALSE
FAM47B,grey,-0.14,0.011,FALSE
FAM47C,grey,-0.037,-0.056,FALSE
FAM47E,grey,0.121,0.103,FALSE
FAM49A,red,0.128,0.699,FALSE
FAM49B,yellow,0.441,0.819,TRUE
FAM50A,brown,-0.314,0.503,TRUE
FAM50B,grey,-0.093,-0.102,FALSE
FAM53A,grey,0.043,-0.135,FALSE
FAM53B,brown,-0.416,0.732,TRUE
FAM53C,blue,-0.112,0.849,FALSE
FAM57A,grey,-0.026,-0.02,FALSE
FAM57B,brown,-0.236,0.364,TRUE
FAM58A,turquoise,0.117,0.429,FALSE
FAM60A,turquoise,0.236,0.87,FALSE
FAM63A,blue,-0.259,0.759,FALSE
FAM63B,grey,0.271,0.119,FALSE
FAM64A,grey,-0.035,-0.1,FALSE
FAM65A,blue,-0.432,0.78,FALSE
FAM65B,red,0.136,0.406,FALSE
FAM65C,grey,0.054,-0.221,FALSE
FAM66D,grey,0.076,0.129,FALSE
FAM69A,turquoise,0.077,0.798,FALSE
FAM69B,purple,-0.107,0.369,FALSE
FAM69C,grey,0.044,0.04,FALSE
FAM71A,grey,-0.167,0.076,FALSE
FAM71B,grey,0.087,-0.043,FALSE
FAM71C,grey,-0.057,0.102,FALSE
FAM71D,grey,-0.121,-0.057,FALSE
FAM71E1,grey,0.032,-0.103,FALSE
FAM71E2,grey,0.014,-0.031,FALSE
FAM71F1,grey,0.026,-0.05,FALSE
FAM71F2,blue,-0.079,0.378,FALSE
FAM76A,turquoise,0.038,0.367,FALSE
FAM76B,turquoise,0.414,0.832,FALSE
FAM78B,grey,-0.184,0.013,FALSE
FAM81A,grey,0.052,-0.182,FALSE
FAM81B,grey,0.106,0.269,FALSE
FAM83A,black,-0.223,0.375,FALSE
FAM83B,grey,-0.049,0.201,FALSE
FAM83C,grey,0.059,0.142,FALSE
FAM83D,turquoise,0.068,0.32,FALSE
FAM83E,grey,-0.065,-0.248,FALSE
FAM83F,grey,0.064,0.113,FALSE
FAM83G,brown,-0.204,0.301,TRUE
FAM83H,brown,-0.203,0.449,TRUE
FAM84A,grey,-0.11,0.024,FALSE
FAM84B,turquoise,0.119,0.781,FALSE
FAM89B,blue,-0.178,0.552,FALSE
FAM8A1,yellow,0.494,0.857,TRUE
FAM91A1,yellow,0.537,0.912,TRUE
FAM92A1,turquoise,0.328,0.839,FALSE
FAM96A,turquoise,0.463,0.841,FALSE
FAM96B,turquoise,0.2,0.347,FALSE
FAM98A,turquoise,0.005,0.47,FALSE
FAM98B,turquoise,0.202,0.764,FALSE
FAM98C,brown,-0.074,0.305,TRUE
FAM9A,turquoise,0.077,0.299,FALSE
FAM9B,grey,-0.019,0.287,FALSE
FAM9C,grey,-0.088,-0.003,FALSE
FANCA,blue,-0.05,0.575,FALSE
FANCB,grey,0.155,0.238,FALSE
FANCC,grey,-0.044,-0.055,FALSE
FANCD2,grey,0.083,0.011,FALSE
FANCE,brown,-0.333,0.423,TRUE
FANCF,turquoise,-0.011,0.642,FALSE
FANCG,brown,-0.18,0.422,TRUE
FANCI,grey,-0.115,-0.216,FALSE
FANCL,turquoise,0.402,0.772,FALSE
FANCM,turquoise,0.272,0.716,FALSE
FANK1,purple,-0.219,0.431,FALSE
FAP,grey,-0.087,0.213,FALSE
FAR1,yellow,0.519,0.951,TRUE
FAR2,red,0.126,0.716,FALSE
FARP1,grey,-0.019,-0.108,FALSE
FARP2,brown,-0.277,0.331,TRUE
FARS2,brown,-0.341,0.39,TRUE
FARSA,brown,-0.421,0.769,TRUE
FARSB,brown,-0.521,0.753,TRUE
FAS,yellow,0.512,0.871,TRUE
FASLG,turquoise,0.099,0.321,FALSE
FASN,brown,-0.302,0.358,TRUE
FASTK,brown,-0.429,0.682,TRUE
FASTKD1,turquoise,0.362,0.869,FALSE
FASTKD2,turquoise,0.147,0.612,FALSE
FASTKD3,turquoise,0.349,0.806,FALSE
FASTKD5,grey,0.137,0.123,FALSE
FAT1,grey,0.195,0.524,FALSE
FAT2,grey,-0.099,0.091,FALSE
FAT3,grey,0.065,0.47,FALSE
FAT4,turquoise,0.184,0.38,FALSE
FATE1,grey,-0.058,0.094,FALSE
FAU,turquoise,0.287,0.651,FALSE
FBF1,blue,-0.24,0.359,FALSE
FBL,green,-0.219,0.867,FALSE
FBLIM1,grey,-0.092,-0.089,FALSE
FBLN1,grey,-0.038,0,FALSE
FBLN2,grey,-0.391,-0.028,FALSE
FBLN5,green,-0.074,0.434,FALSE
FBLN7,green,-0.028,0.502,FALSE
FBN1,grey,0.059,0.386,FALSE
FBN2,red,0.066,0.348,FALSE
FBN3,grey,-0.006,0.127,FALSE
FBP1,blue,-0.21,0.734,FALSE
FBP2,grey,0.095,0.095,FALSE
FBRS,blue,-0.25,0.855,FALSE
FBRSL1,brown,-0.479,0.727,TRUE
FBXL12,grey,0.001,0.142,FALSE
FBXL13,red,0.093,0.563,FALSE
FBXL14,green,-0.086,0.359,FALSE
FBXL15,brown,-0.194,0.416,TRUE
FBXL16,green,-0.057,0.556,FALSE
FBXL17,turquoise,0.157,0.637,FALSE
FBXL18,blue,-0.297,0.557,FALSE
FBXL19,brown,-0.198,0.367,TRUE
FBXL2,grey,-0.069,0.019,FALSE
FBXL20,blue,-0.204,0.79,FALSE
FBXL21,grey,-0.042,-0.004,FALSE
FBXL22,grey,-0.022,-0.015,FALSE
FBXL3,turquoise,0.443,0.836,FALSE
FBXL4,yellow,0.429,0.571,TRUE
FBXL5,yellow,0.413,0.838,TRUE
FBXL6,grey,-0.103,-0.07,FALSE
FBXL7,grey,0.061,0.092,FALSE
FBXL8,grey,-0.09,-0.458,FALSE
FBXO10,brown,-0.242,0.315,TRUE
FBXO11,turquoise,0.349,0.557,FALSE
FBXO15,grey,-0.02,0.054,FALSE
FBXO16,grey,0.026,0.004,FALSE
FBXO18,blue,-0.393,0.712,FALSE
FBXO2,green,-0.084,0.316,FALSE
FBXO21,brown,-0.458,0.719,TRUE
FBXO22,turquoise,0.261,0.815,FALSE
FBXO24,grey,-0.064,-0.227,FALSE
FBXO25,grey,-0.011,-0.264,FALSE
FBXO27,grey,-0.034,0.092,FALSE
FBXO28,turquoise,0.412,0.89,FALSE
FBXO3,turquoise,0.382,0.82,FALSE
FBXO30,yellow,0.486,0.849,TRUE
FBXO31,brown,-0.454,0.727,TRUE
FBXO32,grey,0.152,-0.123,FALSE
FBXO33,red,0.257,0.49,FALSE
FBXO34,yellow,0.263,0.489,TRUE
FBXO36,grey,0.031,-0.018,FALSE
FBXO38,yellow,0.303,0.6,TRUE
FBXO39,grey,-0.011,-0.037,FALSE
FBXO4,turquoise,0.321,0.88,FALSE
FBXO40,grey,-0.128,-0.05,FALSE
FBXO42,blue,-0.322,0.695,FALSE
FBXO43,grey,0.154,0.054,FALSE
FBXO44,grey,-0.077,-0.061,FALSE
FBXO45,turquoise,0.202,0.597,FALSE
FBXO46,blue,-0.24,0.675,FALSE
FBXO5,turquoise,0.329,0.826,FALSE
FBXO6,pink,0.099,0.805,FALSE
FBXO7,black,-0.27,0.908,FALSE
FBXO8,turquoise,0.492,0.784,FALSE
FBXO9,black,0.024,0.463,FALSE
FBXW11,blue,-0.182,0.301,FALSE
FBXW12,grey,-0.1,0.259,FALSE
FBXW2,blue,-0.098,0.368,FALSE
FBXW4,brown,-0.434,0.791,TRUE
FBXW4P1,brown,-0.174,0.32,TRUE
FBXW5,brown,-0.226,0.529,TRUE
FBXW7,turquoise,0.177,0.374,FALSE
FBXW8,brown,-0.29,0.407,TRUE
FBXW9,grey,-0.186,-0.141,FALSE
FCAMR,grey,-0.031,-0.057,FALSE
FCAR,red,0.264,0.821,FALSE
FCER1A,turquoise,0.298,0.498,FALSE
FCER1G,blue,0.029,0.362,FALSE
FCER2,purple,-0.248,0.774,FALSE
FCF1,turquoise,0.216,0.442,FALSE
FCGBP,brown,-0.491,0.506,TRUE
FCGR1A,pink,0.05,0.566,FALSE
FCGR1B,pink,0.222,0.591,FALSE
FCGR2A,red,0.036,0.773,FALSE
FCGR2B,yellow,0.235,0.341,TRUE
FCGR3B,red,0.006,0.442,FALSE
FCGRT,blue,-0.108,0.805,FALSE
FCHO1,blue,-0.268,0.793,FALSE
FCHO2,yellow,0.478,0.91,TRUE
FCHSD1,blue,-0.192,0.542,FALSE
FCHSD2,blue,-0.251,0.449,FALSE
FCN1,blue,-0.086,0.549,FALSE
FCN2,red,-0.052,0.381,FALSE
FCN3,grey,0.002,-0.295,FALSE
FCRL1,purple,-0.055,0.789,FALSE
FCRL2,purple,-0.103,0.803,FALSE
FCRL3,purple,-0.349,0.63,FALSE
FCRL4,grey,0.103,0.49,FALSE
FCRL5,purple,-0.179,0.693,FALSE
FCRLA,purple,-0.281,0.923,FALSE
FCRLB,grey,0.119,0.103,FALSE
FDFT1,brown,-0.342,0.6,TRUE
FDPS,brown,-0.43,0.685,TRUE
FDX1,turquoise,0.285,0.719,FALSE
FDX1L,brown,-0.353,0.466,TRUE
FDXACB1,green,-0.152,0.385,FALSE
FDXR,brown,-0.175,0.419,TRUE
FECH,black,0.052,0.765,FALSE
FEM1A,black,-0.363,0.757,FALSE
FEM1B,turquoise,0.154,0.517,FALSE
FEM1C,yellow,0.52,0.73,TRUE
FEN1,pink,0.027,0.404,FALSE
FER,turquoise,0.12,0.385,FALSE
FER1L4,grey,-0.044,0.022,FALSE
FER1L5,grey,-0.094,-0.131,FALSE
FERD3L,grey,-0.049,-0.018,FALSE
FERMT1,grey,0.211,0.299,FALSE
FERMT2,turquoise,0.003,0.31,FALSE
FERMT3,blue,-0.359,0.842,FALSE
FES,blue,-0.048,0.771,FALSE
FETUB,grey,0.012,-0.013,FALSE
FEV,grey,0.002,0.205,FALSE
FEZ1,grey,-0.14,0.198,FALSE
FEZ2,red,0.183,0.308,FALSE
FEZF2,grey,0.045,-0.02,FALSE
FFAR1,grey,-0.059,-0.12,FALSE
FFAR2,red,-0.041,0.606,FALSE
FGA,grey,-0.231,-0.016,FALSE
FGB,blue,-0.087,0.311,FALSE
FGD1,grey,-0.057,-0.236,FALSE
FGD2,brown,-0.293,0.427,TRUE
FGD3,blue,-0.265,0.812,FALSE
FGD4,red,0.26,0.794,FALSE
FGD5,grey,-0.014,-0.023,FALSE
FGD6,grey,-0.015,-0.278,FALSE
FGF1,grey,0.076,-0.053,FALSE
FGF10,grey,-0.092,0.26,FALSE
FGF11,grey,-0.13,-0.055,FALSE
FGF12,grey,-0.022,0.104,FALSE
FGF13,red,0.301,0.502,FALSE
FGF14,grey,-0.057,0.167,FALSE
FGF16,grey,-0.261,-0.152,FALSE
FGF17,grey,0.01,-0.061,FALSE
FGF18,grey,0.13,0.02,FALSE
FGF19,grey,-0.156,-0.145,FALSE
FGF2,grey,0.205,0.32,FALSE
FGF20,grey,-0.031,0.128,FALSE
FGF21,grey,-0.038,-0.046,FALSE
FGF22,grey,-0.129,0.035,FALSE
FGF23,grey,0.058,0.358,FALSE
FGF3,grey,0.026,-0.127,FALSE
FGF4,grey,-0.081,-0.062,FALSE
FGF5,grey,0.029,0.241,FALSE
FGF6,grey,0.156,0.065,FALSE
FGF7,grey,0.146,0.122,FALSE
FGF8,grey,-0.182,-0.175,FALSE
FGF9,grey,0.032,0.068,FALSE
FGFBP1,grey,0.073,0.16,FALSE
FGFBP2,greenyellow,0.117,0.81,FALSE
FGFBP3,turquoise,0.062,0.558,FALSE
FGFR1,grey,-0.139,0.192,FALSE
FGFR1OP,yellow,0.087,0.454,TRUE
FGFR1OP2,turquoise,0.471,0.923,FALSE
FGFR2,grey,-0.112,0.17,FALSE
FGFR3,grey,0.061,0.179,FALSE
FGFR4,grey,0.103,-0.174,FALSE
FGFRL1,blue,-0.099,0.274,FALSE
FGG,turquoise,0.257,0.322,FALSE
FGGY,grey,0.046,0.175,FALSE
FGL1,blue,-0.246,0.351,FALSE
FGL2,yellow,0.37,0.764,TRUE
FGR,blue,-0.081,0.683,FALSE
FH,brown,-0.381,0.655,TRUE
FHAD1,grey,-0.006,0.198,FALSE
FHDC1,red,0.25,0.494,FALSE
FHIT,green,0.017,0.363,FALSE
FHL1,magenta,-0.122,0.731,FALSE
FHL2,black,0.068,0.608,FALSE
FHL3,blue,-0.289,0.654,FALSE
FHL5,grey,-0.035,0.223,FALSE
FHOD1,blue,-0.368,0.609,FALSE
FHOD3,turquoise,0.192,0.328,FALSE
FIBCD1,blue,-0.271,0.3,FALSE
FIBIN,grey,0.08,0.371,FALSE
FIBP,brown,-0.332,0.735,TRUE
FICD,grey,-0.094,-0.066,FALSE
FIG4,blue,-0.343,0.741,FALSE
FIGLA,grey,-0.066,-0.054,FALSE
FIGN,grey,-0.062,0.197,FALSE
FIGNL1,turquoise,0.332,0.883,FALSE
FILIP1,grey,0.171,0.261,FALSE
FILIP1L,green,-0.092,0.295,FALSE
FIP1L1,brown,-0.373,0.578,TRUE
FIS1,black,-0.134,0.73,FALSE
FITM1,blue,-0.142,0.552,FALSE
FITM2,grey,-0.138,-0.23,FALSE
FIZ1,brown,-0.228,0.449,TRUE
FJX1,grey,-0.046,-0.019,FALSE
FKBP10,blue,-0.048,0.297,FALSE
FKBP11,green,-0.436,0.567,FALSE
FKBP14,turquoise,-0.032,0.379,FALSE
FKBP15,blue,-0.132,0.734,FALSE
FKBP1B,black,0.04,0.75,FALSE
FKBP2,brown,-0.458,0.675,TRUE
FKBP3,turquoise,0.134,0.821,FALSE
FKBP4,brown,-0.452,0.728,TRUE
FKBP5,red,0.122,0.363,FALSE
FKBP6,grey,-0.091,-0.033,FALSE
FKBP7,turquoise,0.2,0.484,FALSE
FKBP8,black,-0.305,0.886,FALSE
FKBP9,grey,0.041,0.133,FALSE
FKBPL,blue,-0.108,0.6,FALSE
FKRP,grey,-0.133,0.022,FALSE
FKSG29,grey,-0.071,-0.141,FALSE
FKTN,turquoise,0.109,0.584,FALSE
FLAD1,brown,-0.401,0.625,TRUE
FLCN,blue,-0.048,0.432,FALSE
FLG,grey,-0.043,0.419,FALSE
FLG2,grey,0.086,0.142,FALSE
FLI1,yellow,0.195,0.497,TRUE
FLII,blue,-0.375,0.87,FALSE
FLJ16779,grey,0.017,-0.003,FALSE
FLJ33360,grey,0.1,-0.174,FALSE
FLJ33534,grey,-0.073,0.09,FALSE
FLJ34503,grey,0.033,0.211,FALSE
FLNA,brown,-0.426,0.812,TRUE
FLNB,brown,-0.432,0.655,TRUE
FLNC,grey,-0.017,0.071,FALSE
FLOT1,blue,0.038,0.58,FALSE
FLOT2,blue,-0.189,0.875,FALSE
FLRT1,grey,-0.057,-0.098,FALSE
FLRT3,grey,-0.054,0.201,FALSE
FLT1,grey,-0.036,-0.01,FALSE
FLT3,red,0.202,0.414,FALSE
FLT3LG,green,-0.382,0.814,FALSE
FLT4,grey,-0.074,-0.102,FALSE
FLVCR1,yellow,0.004,0.345,TRUE
FLVCR2,red,0.179,0.421,FALSE
FLYWCH1,brown,-0.208,0.436,TRUE
FLYWCH2,blue,-0.075,0.291,FALSE
FMN1,grey,0.085,0.035,FALSE
FMN2,yellow,0.17,0.309,TRUE
FMNL1,blue,-0.3,0.877,FALSE
FMNL2,yellow,0.36,0.451,TRUE
FMNL3,brown,-0.341,0.484,TRUE
FMO1,grey,-0.065,0.081,FALSE
FMO2,grey,0.131,0.385,FALSE
FMO3,grey,-0.05,0.02,FALSE
FMO4,grey,-0.063,-0.014,FALSE
FMO5,yellow,0.3,0.479,TRUE
FMOD,grey,-0.014,-0.017,FALSE
FMR1,yellow,0.478,0.891,TRUE
FMR1NB,grey,0.003,0.118,FALSE
FN1,grey,-0.094,-0.041,FALSE
FN3K,grey,-0.084,0.009,FALSE
FN3KRP,brown,-0.241,0.408,TRUE
FNBP1,brown,-0.477,0.813,TRUE
FNBP1L,turquoise,0.281,0.37,FALSE
FNBP4,green,-0.127,0.716,FALSE
